plotid,tag_no,target,reason,response
OT-EC1,B0183,gbh17,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0199,gbh16,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0291,gbh17,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0465,gbh18,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0473,gbh16,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0495,gbh19,成長量が基準値より小さい、測定間違い？,桁間違いのため修正
OT-EC1,B0560,gbh15,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0560,gbh18,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0568,gbh18,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0617とB0618とB0704,オオシラビソ と コメツガ,同株だが樹種が異なる,樹種名変更のため修正（全てオオシラビソに）
OT-EC1,B0718,gbh17=na で gbh18=54.9,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,2017年に新規加入でよいが、念のため2020年位置を確認する
OW-EB1,170,gbh06=na; gbh11=33,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,大株の萌芽が成長したものであり，そのままにしている
OW-EB1,197,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,857,gbh11=na; gbh16=40,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,875,gbh11=na; gbh16=49.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,888,gbh11=na; gbh16=31.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,問題なし
OW-EB1,1522,gbh11=na; gbh16=40.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1541,gbh11=na; gbh16=61.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1547,gbh11=na; gbh16=39.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ヘゴは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1548,gbh16,成長量が基準値より大きい。測定ミス？,問題なし
OW-EB1,1766,gbh11=na; gbh16=33,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1768,gbh11=na; gbh16=43.9,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1790,gbh11=na; gbh16=45.8,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1794,gbh11=na; gbh16=37.7,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1818,gbh11=na; gbh16=48.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1819,gbh11=na; gbh16=35.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1821,gbh11=na; gbh16=35.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1822,gbh11=na; gbh16=35.8,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1823,gbh11=na; gbh16=52.8,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1824,gbh11=na; gbh16=37,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1839,gbh11=na; gbh16=41.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1852,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1852,gbh06=na; gbh11=41.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1853,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1883,gbh11=na; gbh16=45.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1885,gbh11=na; gbh16=38.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1909,gbh11=na; gbh16=32,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,大株の萌芽が成長したものであり，そのままにしている
OW-EB1,1911,gbh11=na; gbh16=40.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1916,gbh11=na; gbh16=56.1,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,大株の萌芽が成長したものであり，そのままにしている
OW-EB1,1951,gbh11=na; gbh16=33.9,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,アコウザンショウは成長が速いので，そのままにしている
OW-EB1,1962,gbh11=na; gbh16=33.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,3108,gbh11=na; gbh16=36.9,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ヘゴは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,3127,gbh11=na; gbh16=39.4,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,3164,gbh11=na; gbh16=50.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,3168,gbh11=na; gbh16=36.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,3307,gbh11=na; gbh16=46.7,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,3338,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,7210,gbh06=na; gbh11=33,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,note11に「元ナンバーあり」となっているが，あてはまる個体が見つからなかったため，そのままにしている
OW-EB1,7371,gbh06=na; gbh11=35.7,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,アカギは成長が速いので，そのままにしている
OW-EB1,7597,gbh06=na; gbh11=38,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,アカギは成長が速いので，そのままにしている
OW-EB1,7719,gbh06=na; gbh11=32.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,アカギは成長が速いので，そのままにしている
OW-EB1,8002,gbh06=na; gbh11=35.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,8290,gbh06=na; gbh11=33,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,アカギは成長が速いので，そのままにしている
OW-EB1,8309,gbh06=na; gbh11=31.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,問題なし
OW-EB1,8333,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8338,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8345,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8345,gbh06=na; gbh11=44.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8539,gbh16,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,8548,gbh06=na; gbh11=34,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,アカギは成長が速いので，そのままにしている
OW-EB1,8645,gbh06=na; gbh11=35,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,本個体は急速に成長していることから，そのままにしている
OW-EB1,8652,gbh06=na; gbh11=34,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,アカギは成長が速いので，そのままにしている
OW-EB1,8727,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8727,gbh06=na; gbh11=36.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8729,gbh06=na; gbh11=34.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8733,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8733,gbh06=na; gbh11=43,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8751,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8753,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8756,gbh06=na; gbh11=47.8,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,8996,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,9105,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,9105,gbh06=na; gbh11=33.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1104_1,gbh11=na; gbh16=37,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,1110_2,gbh11,成長量が基準値より大きい。測定ミス？,ウドノキは成長が速いので，そのままにしている
OW-EB1,1115_2,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1126_1,gbh11=na; gbh16=47.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1129_2,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,1138_2,gbh11=na; gbh16=38,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1140_1,gbh11=na; gbh16=44.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1142_1,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1142_1,gbh06=na; gbh11=33.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,1144_2,gbh06=na; gbh11=33,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,オオバシロテツは成長が速いので，そのままにしている
OW-EB1,1145_1,gbh11=na; gbh16=32.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1148_1,gbh11=na; gbh16=50,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1149_1,gbh11=na; gbh16=42,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,1888_2,gbh11=na; gbh16=36.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,萌芽が成長したものであり，そのままにしている
OW-EB1,7323_1,gbh11=na; gbh16=31.8,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,問題なし
OW-EB1,7328_1,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,7328_1,gbh06=na; gbh11=39,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,7329_1,gbh11=na; gbh16=49.7,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,7330_1,gbh11=na; gbh16=58,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,7331_1,gbh11=na; gbh16=41.4,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,7337_1,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,7338_1,gbh11=na; gbh16=51.8,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,7339_1,gbh11=na; gbh16=42.8,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,7517_2,gbh11=na; gbh16=37.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,7521_1,gbh06=na; gbh11=31.5,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,問題なし
OW-EB1,7522_2,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,7523_1,gbh11=na; gbh16=35.2,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ヘゴは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,7524_1,gbh06=na; gbh11=55,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,マルハチは木生シダで稚樹のときから直径が大きいため，そのままにしている
OW-EB1,7530_1,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,7538_1,gbh16,成長量が基準値より大きい。測定ミス？,ウラジロエノキは成長が速いので，そのままにしている
OW-EB1,7542_1,gbh11=na; gbh16=33.4,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,7543_1,gbh11=na; gbh16=33,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EE4889,gbh06=na; gbh11=31.6,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,問題なし
OW-EB1,EG1102,gbh11,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG1102,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3403,gbh16,成長量が基準値より小さい。測定ミス？,問題なし
OW-EB1,EG3408,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3435,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3489,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG3576,gbh16,成長量が基準値より大きい。測定ミス？,問題なし
OW-EB1,EG3578,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG3589,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3591,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3608,gbh16,成長量が基準値より小さい。測定ミス？,問題なし
OW-EB1,EG3611,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3621,gbh16,成長量が基準値より小さい。測定ミス？,問題なし
OW-EB1,EG3622,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG3635,gbh16,成長量が基準値より小さい。測定ミス？,問題なし
OW-EB1,EG3652,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG3663,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3725,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3767,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG3947,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG4439,gbh16,成長量が基準値より大きい。測定ミス？,ウドノキは成長が速いので，そのままにしている
OW-EB1,EG4463,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG4486,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4487,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4494,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG4495,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4496,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG4600,gbh16,成長量が基準値より大きい。測定ミス？,モンテンボクは成長が速いので，そのままにしている
OW-EB1,EG4700,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4709,gbh06=na; gbh11=31.7,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,問題なし
OW-EB1,EG4715,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4721,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4727,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4762,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG4788,gbh11,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4788,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4817,gbh16,成長量が基準値より大きい。測定ミス？,問題なし
OW-EB1,EG4824,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG4859,gbh11,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG5057,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG5075,gbh16,前年まで生存。枯死？,問題なし
OW-EB1,EG5079,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG5097,gbh16,成長量が基準値より大きい。測定ミス？,オオバシロテツは成長が速いので，そのままにしている
OW-EB1,EG5135,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,EG5139,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG5224,gbh06=na; gbh11=50.3,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,アカギは成長が速いので，そのままにしている
OW-EB1,EG5246,gbh16,成長量が基準値より大きい。測定ミス？,ウドノキは成長が速いので，そのままにしている
OW-EB1,EG5337,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG5409,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,EG5491,gbh16,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,L126,gbh11,成長量が基準値より大きい。測定ミス？,ウドノキは成長が速いため，そのままにしている
OW-EB1,L155,gbh16,成長量が基準値より大きい。測定ミス？,シマホルトノキは成長が速いので，そのままにしている
OW-EB1,L161,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,L215,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,L229,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,L237,gbh11,成長量が基準値より大きい。測定ミス？,アカギは成長が速いので，そのままにしている
OW-EB1,temp532,gbh06=na; gbh11=34,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,問題なし
TA-EC1,aS_2032,gbh08=na で gbh13=123,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,プロット拡張により追加
TA-EC1,aS_2033,gbh08=na で gbh13=213.9,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,プロット拡張により追加
TA-EC1,aS_2035,gbh08=na で gbh13=45,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,プロット拡張により追加
TN-EB1,3422,gbh18,成長量が基準値より大きい、測定間違い？,測定間違いではない
TZ-DB1,15_J1,gbh18,成長量が基準値より小さい、測定間違い？,動物による樹皮剥ぎの為gbh18減少　イキ (正常値）
TZ-DB1,370_E7,gbh18,成長量が基準値より小さい、測定間違い？,樹皮剥ぎの為gbh18減少　イキ(正常値）
TZ-DB1,C244_C9,gbh13,成長量が基準値より小さい、測定間違い？,樹皮剥ぎの為gbh13減少 イキ(正常値）
UR-BC1,10,gbh18,成長量が基準値より小さい。測定ミス？,gbh18のndを取り、gbh17のndをcdに
UR-BC1,81,gbh13,成長量が基準値より小さい。測定ミス？,gbh13で先折れ、gbh18で枯死とあるのでdを付加
UR-BC1,312,gbh12,成長量が基準値より小さい。測定ミス？,枯死寸前のため問題なし
UR-BC1,422,gbh17,誤って「nd: 測定間違い」となっている可能性あり,
UR-BC1,471,gbh11,誤って「nd: 測定間違い」となっている可能性あり,gbh11から倒れているため測定位置変更の可能性あり。gbh12-14をndに
UR-BC1,471,gbh12,誤って「nd: 測定間違い」となっている可能性あり,gbh11から倒れているため測定位置変更の可能性あり。gbh12-14をndに
UR-BC1,473,gbh18,成長量が基準値より小さい。測定ミス？,gbh17で測定位置変更
UR-BC1,676,gbh14,成長量が基準値より小さい。測定ミス？,つる外し
WK-EC1,A285,gbh16,誤って「nd: 測定間違い」となっている可能性あり,問題なし
WK-EC1,A285,gbh17,誤って「nd: 測定間違い」となっている可能性あり,
WK-EC1,A506,gbh14,誤って「nd: 測定間違い」となっている可能性あり,問題なし
WK-EC1,A506,gbh15,誤って「nd: 測定間違い」となっている可能性あり,問題なし
WK-EC1,B101,gbh11,誤って「nd: 測定間違い」となっている可能性あり,問題なし
WK-EC1,B101,gbh12,誤って「nd: 測定間違い」となっている可能性あり,問題なし
WK-EC1,B101,gbh13,誤って「nd: 測定間違い」となっている可能性あり,問題なし
YK-EB1,A154,gbh13,成長量が基準値より大きい、測定間違い？,修正なし。近年の成長もそれくらいある
YK-EB1,A218,gbh13,成長量が基準値より大きい、測定間違い？,修正なし。近年の成長もそれくらいある
YK-EB1,A218,gbh18,成長量が基準値より大きい、測定間違い？,修正なし。近年の成長もそれくらいある
YK-EB1,A277,gbh13,成長量が基準値より大きい、測定間違い？,修正なし。この種ならそれくらいの成長もありうる
YK-EB1,A277,gbh18,成長量が基準値より大きい、測定間違い？,修正なし。この種ならそれくらいの成長もありうる
YK-EB1,A475,gbh13,成長量が基準値より大きい、測定間違い？,修正なし。近年の成長もそれくらいある
YK-EB1,A478,gbh18,成長量が基準値より大きい、測定間違い？,野帳のgbh18の値が大きすぎるようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,A493,gbh18,成長量が基準値より大きい、測定間違い？,修正なし。この種ならそれくらいの成長もありうる
YK-EB1,G23,gbh10=na で gbh13=27,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,前年計測忘れの可能性高いが、何年にDBH>5cmになったかデータがないのでそのまま
YK-EB1,G394,gbh18,成長量が基準値より大きい、測定間違い？,野帳のgbh18の値が大きすぎるようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,G747,gbh18,成長量が基準値より大きい、測定間違い？,野帳のgbh18の値が大きすぎるようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,H435,gbh18,成長量が基準値より大きい、測定間違い？,gbh18はアコウ込みで測定のため過大。note18にその旨記載があるのでデータはそのまま。
YK-EB1,H490,gbh13,成長量が基準値より小さい、測定間違い？,野帳のgbh10の値が大きすぎるようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,M571,gbh18,成長量が基準値より小さい、測定間違い？,野帳のgbh18の値が過小のようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,N141,gbh18,成長量が基準値より大きい、測定間違い？,野帳のgbh18の値が大きすぎるようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,N457,gbh18,成長量が基準値より大きい、測定間違い？,gbh18の値が大きすぎるようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,Q101,gbh18,成長量が基準値より小さい、測定間違い？,野帳のgbh18の値が過小のようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,Q915,gbh18,成長量が基準値より小さい、測定間違い？,野帳のgbh18の値が過小のようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,R484,gbh18,成長量が基準値より大きい、測定間違い？,野帳のgbh18の値が大きすぎるようだが、正確なデータはないので未修正（野帳のまま）
